name,price €,profit_rate %
FMNN,103.52,12.24
ENCT,26.52,16.4
PTNW,176.57,17.71
AZHQ,123.46,13.57
DIKI,83.7,11.21
KVPE,98.64,11.88
BCIA,30.23,4.72
JBRU,6.03,15.88
BOZT,101.53,13.31
UMCM,15.4,2.62
PYHT,33.91,16.73
KDYO,192.62,5.83
PZUY,198.51,14.47
UYBH,111.6,5.62
MHFO,80.37,11.81
GAKN,56.52,7.83
DVFM,8.35,5.09
UZSX,141.91,11.03
AUKS,163.71,7.31
BEKQ,102.73,11.25
BCLB,189.6,6.72
YUZP,121.94,1.22
EZVU,128.89,5.91
MTSU,141.81,3.18
RWUE,193.14,9.47
STUD,58.34,15.66
NMQC,86.94,15.23
NPRJ,50.33,2.74
HHMX,195.04,3.64
YRGR,20.09,1.05
UBNR,71.17,3.77
QPFU,68.29,18.79
IUUK,190.4,17.48
OKKR,94.04,3.18
XPJX,42.57,3.11
XCAC,194.08,12.3
EPOK,126.58,13.81
BPXM,137.65,15.07
LJTX,47,13.12
YZEB,76.75,11.64
LCRJ,45.12,18.06
KCFN,90.82,15.66
GXVL,144.57,10.89
ETGP,15.09,16.67
WSYB,133.73,8.46
IJRP,50.11,7.35
ISHN,33.79,5.06
GYTU,96.72,16.84
IDQU,113.94,3.62
GCTM,22.07,19.83
AANN,74.31,7.14
CMPT,11.94,14.3
ZSTE,156.63,16.03
STTN,7.77,13.93
ONLH,61.11,15.85
QYAG,35.3,11.64
AGGR,55.87,1.89
ZXTX,64.58,15.62
NOVY,109.27,11.32
DPIP,78.2,18.83
OSQX,52.67,3.91
PLNV,197.82,18.45
MGOW,84.47,10.11
OCGH,96.38,3.9
ETGL,26.47,13.37
ITYW,112.91,16.24
WKMB,169.13,19.05
PRFU,33.37,7.95
XDMA,104.31,8.7
TCWY,186.77,15.49
ZQVH,74.74,17.04
SBPA,13.25,8.62
UKGF,198.87,19.58
SRZK,192.72,6.27
ENAZ,97.88,13.82
TCRU,162.77,17.49
VLFU,159.23,19.01
QMLP,68.14,17.72
LJCF,189.64,15.36
HVYP,40.38,17.65
ILWV,1.82,17.67
VPCR,163.99,3.67
WNYV,115,1.16
NDIC,185.53,3.53
ARTN,129.05,3.23
GFNR,55,15.08
LXQH,167.97,5.39
FECV,26.32,12.53
NQZQ,35.79,17.06
BWJH,7.84,12.46
XPTC,96.19,12.06
FJJX,104.63,18.55
ABIC,80.23,5.14
UAHS,154.51,9.42
KWDF,138.31,9.32
WYGU,43.9,14.69
YVOJ,196.13,19.17
EDAR,69.37,4.69
LLEM,109.71,5.65
MNXD,25.77,13.11
IBJN,52.91,4.83
IBHM,141.35,7.75
VGEH,146.71,4.13
NXAH,199.11,16.84
HFAS,110.28,5.73
GOAG,27.4,16.52
UAOF,112.82,14.94
HBTC,116.28,14.15
DQLA,41.28,18.75
GLPO,56.05,9.81
OCNT,173.33,7.93
VTNR,104.92,4.44
YVXM,3.76,16.65
BQUA,114.38,11.96
QVXM,60.08,12.43
MTWZ,173.38,11.62
MCRO,191.26,14.47
SNUD,70.3,9.93
LRCT,177.75,5.14
MAXQ,42.88,15.61
WNDP,168.18,10.39
HOBF,139.49,6.24
JBVG,185.32,8.35
HPJG,59.42,16.26
YGQN,108.58,13.53
AVLV,28.64,14.46
LSFB,184.27,8.56
UTLP,9.61,10.76
SQQH,173.26,7.49
MNFH,24.5,13.67
NCHQ,174.03,7.2
ACHZ,195.86,11.85
OVHA,178.77,19.38
FUMK,158.88,8.29
FRHM,92.49,13.53
KHSY,111.21,17.36
UGNH,111.87,17.91
YNGK,176.51,5.72
EODH,179.07,9.91
JXGE,153.2,7.74
CWGF,177.02,14.1
TSEE,46.38,15.78
SVYH,38.77,15.27
QMQQ,29.1,19.73
QBGM,197.24,16.29
DMIR,136.28,10.12
LAQQ,166.28,6.42
ZRRY,39.65,13.06
EKGX,33.13,8.73
SPAD,17.02,5.7
TPZG,130.85,13.68
LDFT,186.96,18.56
JDDI,33.16,7.21
ZNGW,157.91,16.17
SFCX,43.51,11.85
NMMH,155.42,19.96
WAUZ,185.59,19.94
UOLQ,139.45,4.89
FELH,191.62,8.41
SDGN,123.43,16.47
SIDL,85.66,7.53
LGTT,82.08,9.12
MEXP,117.55,7.59
WBED,176.5,3.33
UETU,100.5,6.72
RHFZ,169.39,10.2
RUIN,18.3,15.19
EYUN,26.73,12.86
DLXD,197.08,4.71
HPTG,12.06,4.62
ZKJT,105.63,4.27
TLHU,145.46,2.05
ABWA,7.03,14.3
NAEO,27.23,17.82
EVBP,171.99,16.47
GEYI,23.44,8.53
LGHR,10.61,15.48
RXRJ,193.32,19.08
RYCU,101.09,5.39
FJBO,47.93,6.38
CVFC,146.76,18.1
TRQA,161.77,10.66
IKPM,157.82,13.41
QCIU,95.96,17.89
YDOQ,34.56,6.54
BVSX,106.41,3.93
KYSI,78.23,14.69
AMHL,85.69,12
RLXZ,199.42,8.4
IUKE,61.6,5.74
CFCG,182.84,3.8
IQGN,80.07,18.91
JFRH,163.63,9.64
HEHU,14.83,17.18
GFCY,116.3,7.58
VCAS,49.71,8.99
XQYR,96.75,15.83
XFXS,135.4,8.75
GHVB,9.15,14.33
UMLF,138.58,17.59
LMJU,42.64,16
QWBP,181.02,9.81
LARB,19.42,10.49
CFMF,77.97,4.94
ORLY,194.69,2.46
LDLJ,28.38,3.26
RXNL,36.31,19.74
WCLH,55.81,11.6
YUTZ,50.64,16.17
MBMR,198.86,9.11
GUFV,65.76,17.08
RUWB,37.9,18.4
TKXD,173.06,10.28
EBSF,9.96,17.41
HMCC,117.15,17.68
SFOS,98.94,1.34
JHIN,181.54,15.12
GABE,176.59,5.68
TAUE,66.7,12.94
OGNP,38.41,7.33
VFNC,5.14,4.51
VQJL,125.22,12.7
BMGM,31.71,9.38
ROTW,64.05,7.52
TXXY,84.58,14.23
JXLV,26.67,19.91
XPRC,59.64,5.26
ZMSA,170.21,11.72
ABHT,136.66,13.03
LPIF,69.2,10.44
OVVD,181.41,6.28
LDRC,20.85,7.8
GDCC,190.09,2.14
NUGM,67.37,19.6
ESHL,141.54,10.18
PDVO,185.18,16.12
ANYH,118.27,12.14
ARFM,152.52,19.14
YKLB,58.78,19.81
TEMM,81.79,12.52
WAYD,12.58,2.45
PCYY,194.13,12.51
TNUK,158.49,4.81
LPQY,2.16,6.29
RDZG,118.99,1.64
PANH,170.04,16.91
KTGH,32.75,1.8
RZDM,102.29,14.48
CTKR,176.5,2.52
EMJN,5.49,12.19
AILU,172.62,6.66
AIBE,42.2,12.51
WWUD,168.19,6.91
QMZG,175.56,17.41
TJGR,35.63,19.93
LLFM,195.58,7.59
VNKI,120.59,6.64
CBAC,152.53,18.98
EWXJ,66.52,7.43
WNKS,143.07,5.56
REHR,102.07,13.18
VHCP,135.48,17.12
HFVQ,169.72,2.66
LNKM,176.74,16.75
AJVM,15.67,11.65
UUAE,39.54,2.85
WQVJ,67.81,11.3
JBNZ,32.36,11.38
QDMP,113.39,17.69
AGBU,159,19.6
QINQ,126.64,12.4
BLXQ,45.71,5.47
XSKI,20.89,8.29
WXPJ,70.11,4.74
UHJL,10.57,15.77
KAAK,97.01,14.66
SUUO,179.35,9.76
QTXL,172.65,7.12
HQFI,35.5,19.44
PGYD,165.65,5.6
EACV,27.49,17.87
BDDI,144.36,5.31
QBNJ,130.75,7.28
BXXZ,117.78,18.78
WSJN,179.26,19.05
JNCB,26.95,1.52
RFTF,49.68,8.32
ZSDK,40.48,4.06
XNXE,138.02,2.57
SKMB,187.76,10.92
WXZV,126.02,2.85
SYJT,86.95,17.52
MDBZ,168.76,17.39
LIDP,24.45,8.37
KCTM,38.29,11.15
URWP,64.03,8.3
WTDD,115.03,15.21
DALR,66.81,9.99
STGR,101.18,6.15
CRWM,87.95,3.56
OVAL,20.72,11.84
KFFI,35.07,5.94
CNFU,167.7,4.25
QYYE,138.41,19.19
DRYS,65.53,9.63
ZAUF,67.36,16.79
AAHW,38.63,3.69
KUBL,64.54,9.73
VHFD,75.4,19.97
TJQL,25.08,11.97
WBAG,14.54,4.84
OBJK,29.86,8.07
JQKD,52.06,3.56
GPSB,85.76,17.71
HBKK,139.88,10.61
MEWM,184.03,14.65
QIAP,186.43,8.67
CXFA,178.85,2.98
TEYQ,190.14,8.8
EEZM,74.94,1.83
PBTS,187.88,11.22
OXEL,136.61,12.28
YKFA,84.71,2.47
QARK,152.69,15.7
ETQJ,153.24,6.15
LRAM,66.01,9.57
GRAZ,166.36,4.15
OBJB,87.45,8.27
PZZB,196.5,2.58
HNAI,132.47,13.94
TBFW,35.46,16.31
MSQL,59.18,17.26
LSFT,46.42,14.6
VURR,165.01,18.42
ZCPG,137.54,12.42
SZFP,109.34,1.09
WGPX,96.89,7.65
MXKP,120.54,18.32
BMAJ,142.67,12.44
VQDC,42.73,5.21
NKJV,53.86,2.28
DUWA,193.77,10.61
TSUI,173.49,1.02
QQBF,72.61,11.37
JQKB,170.8,18.88
IHIG,13.12,8.33
UIAR,175.01,10.89
PNZA,164.18,12.17
ECPD,176.46,17.73
CIVZ,160.94,12.39
LKUP,137.15,3.66
XHVR,61.93,2.88
PUFI,102.97,11.88
RIGK,1.68,19.86
UXQD,162.05,15.93
NCAP,158.54,17.68
HDWN,117.93,2.21
HCZN,50.73,18.17
ZGNG,38.91,2.64
WRQL,52.38,2.69
FJVU,58.45,16.47
UUSZ,72.79,18.69
RTIK,141.52,9.87
HIRK,7.68,4.85
LNDP,192.17,17.22
WPZV,13.35,11.94
YGUH,85.49,2.64
YQER,76.44,13.27
PFLZ,132.14,6.56
WMZW,34.44,13.88
QIBW,82.82,6.53
SAEN,137.86,1.19
ONFE,178.53,13.05
JBUH,197.21,6.4
KEAO,154.02,11.01
GRTF,2.87,3.57
YWJU,43.55,8.67
DXBV,90.97,13.93
BYDC,44.35,3.5
MQSM,168.03,5.61
CCAH,128.42,14.4
PHFH,103.93,18.07
VXTY,84.27,3.85
DHUV,112.96,3.02
WJHL,96.11,13.81
LDDU,121.49,6.71
EJVZ,54.59,8.65
QFCG,35.61,17.56
LCUR,10.9,9.69
FMRJ,50.47,7.96
JTPZ,151.39,1.67
ZAMI,158.92,10.53
IXAL,105.4,19.61
VBVC,41.75,7.35
MWSW,28.23,4.99
OMKQ,122.4,12.99
ZDGJ,157.5,13.85
JDUE,181.21,7.87
TQXO,160.25,15.05
ZYRN,76.9,19.54
OVIZ,85.09,6.01
ZUQE,179.41,9.71
ZYQC,140.58,9.29
YAGY,84.31,4.02
AHBH,28.59,14.18
WVRW,130.18,13.16
TYNV,41.98,18.97
UQID,196.2,2.79
EWNZ,165.93,8.23
DCBT,13.18,16.88
ONPN,135.85,7.17
ZZIP,35.65,8.21
RFTD,115.41,13.75
IBTV,62.54,1.72
PPZB,179.43,2.74
OLJW,50.79,6.86
LRJO,61.84,9.22
QAKF,127.05,13.44
EUUN,67.57,7.06
LFWB,20.36,4.64
YQEE,199.35,15.94
PYJV,35.66,5.38
STGP,145.35,7.26
ZYEC,81.77,1.04
IQNS,106.56,1.73
XFLO,108.5,15.87
EDDE,141.56,4.38
UYHZ,26.69,4.09
ONJL,126.71,13.6
UQQY,92.55,12.88
RGPM,22.86,1.1
RCWX,45.74,13.11
KGTR,25.26,5.83
VTJN,186.71,17.92
AUER,105.89,16.74
FNEE,125.97,18.49
XMAM,92.73,5.67
FODA,113.14,7.13
JXUO,153.03,7.73
OWCC,137.23,16.81
QDXE,159.95,12.96
HLAQ,71.42,17.34
AYXJ,118.52,6.89
DFIQ,75.31,3.18
ORMM,132.47,6.4
ZIAD,24.43,14.22
MEFN,115.2,5.45
QGHA,23.18,5.14
UXOP,54.11,17.64
NQVR,159.81,8.91
LVQC,76.71,4.41
XGUG,112.66,1.37
DXON,135.16,17.21
OJPG,95.14,7.86
PTNW,15.52,3.76
LUUP,188.28,12.62
ESHZ,27.55,11.48
GJRA,129.27,6.15
XOPD,105.94,1.92
IDTG,81.62,18.34
AUIZ,54.89,18.01
VKWC,58.95,18.07
EWYA,177.37,5.93
MCDX,3.45,2.86
TGKD,167.89,1.84
ZHFN,107.23,5.88
JTNJ,130.51,5.27
QERU,159.46,14.49
XSNF,149.44,12.82
HYSK,35.65,5.34
ZZGB,92.07,14.14
JYSV,165.65,11.02
KDYR,39.44,15.86
NOXN,19.05,14.51
RPWV,15.73,14.3
HRUA,129.34,18.02
RYKR,136.86,12.87
GADZ,22.03,18.1
FLXD,171.09,16.19
BKUD,95.46,13.51
ISYC,36.32,8.78
FKOD,144.08,16.75
WCBW,145.3,10.1
TLAL,130.75,10.59
ECBD,13.37,7.04
PGJD,104.18,10.81
TVGD,26.85,5.27
RTYR,181.91,2.32
YQMF,144.37,15.26
REPY,115.7,18.62
IEZQ,147.21,16.58
NBIB,148.18,13.26
XUMH,52.77,18.88
JPWN,27.55,9.66
SXHH,27.66,18.45
LVHJ,34.79,2.75
UFSZ,100.51,15.37
SRTR,58.63,13.84
HIZM,63.38,16.42
OTCL,138.75,2.31
ZDDV,161.48,8.36
MWZE,13.71,19.8
PJDV,191.37,7.48
HZCD,190.62,10.45
FVWJ,31.41,15.02
FPIS,128,15.06
XEUW,130.63,6.57
IRAB,61.48,3.33
UDYK,10.11,6.11
WEGX,53.37,10.41
UUES,78.26,2.98
EXFC,115.96,1.99
DCSQ,157.97,16.78
NQHM,189.74,12.21
WGWY,89.48,4.64
JZLE,51.08,11.34
LWFF,64.1,5.45
GHYC,76.04,8.01
LPGQ,46.61,7.88
KEVE,62.63,11.56
NFZW,191.41,8.24
XMMY,190.71,2.28
INUI,104.86,2.51
HFJH,100.19,15.76
ILSF,138.96,2.5
CVWZ,113.92,9.35
IENE,105.53,16.69
QUSX,153.1,7.62
YJQM,131.95,12.81
QXEQ,23.35,5.47
RCCF,91.78,11.51
MEOT,45.05,2.83
QYOI,59.13,19.09
OUCS,169.5,13.85
OKNL,189.38,10.66
YYAI,198.2,14.87
WSKU,68.15,3.81
CTMT,153.85,6.1
CMFV,179.48,11.34
EJKX,165.27,13.06
RGMF,140.54,8.37
VNLU,75.69,13.97
VTUG,11.78,12.03
CRMV,120.26,12.79
MDNW,126.33,1.31
PAFP,69.07,14.35
AFPW,52.47,19.03
AJID,2.74,4.46
XIYV,107.59,4.36
DQEK,116.98,5.14
CBCX,171.72,19.31
YKKG,62.22,9
YJPD,2.4,18.34
GDJX,199.79,1.55
YGYZ,100.16,8.29
PFCF,61.1,18.08
VWVQ,21.05,1.29
SEUL,140.9,18.21
GWQH,58.96,6.22
MEUQ,70.99,1.61
MBBQ,148.64,5.07
SJKI,133.38,19.11
NKBN,127.66,11.52
DOKB,102.84,14.17
HLUE,68.24,18.22
PNUG,98.55,3.73
ARZK,7.91,2.61
QQAW,22.45,17.46
MKIB,189.27,5.91
EKSC,130.14,10.65
MZRD,92.13,2.91
VUZM,124.77,8.96
GUVE,141.09,17.42
VTHK,55.28,14.08
QGGA,116.71,6.06
CQVJ,79.79,17.54
ILSO,38.12,3.28
MAAP,147.98,19.52
WGYL,155.88,6.89
RFBN,130.83,1.79
FEZT,166.92,15.6
GXAX,93.7,13.24
NTUH,42.51,2.64
DZET,2.45,14.25
DRBZ,61.81,7.71
SVXJ,145.18,1.56
SYRK,109.81,3.7
RKRJ,44.89,16.04
LHTA,115,10.38
TFYF,66.44,10.2
DUQB,62.63,15.64
BDFI,123.35,4.11
RARD,191.98,19.64
RZKX,143.24,11.41
XMOD,188.68,4.18
YTCY,195.22,17.28
MJBT,179.06,3.1
WNMS,186.52,16.19
DQBW,87.35,10.85
YOJR,17.8,5.61
VHKT,185.42,14.06
GXKJ,63.11,3.63
ARWO,20.67,6.66
VPPH,175.73,19.15
KSPU,13.92,13.03
UBWY,102.98,16.79
FUXS,186.67,16.84
KWGQ,109.28,13.26
MNKS,181.07,9.86
OORT,57.14,4.27
VYOA,164.5,6.78
OZWJ,30.1,2.27
FRRQ,49.02,15.48
RZUO,196.67,11.38
QPEV,121.47,9.4
UZEJ,33.71,6.82
YRWO,178.84,4.48
CRYB,13.01,19.78
PGTQ,196.6,16.23
CUIY,138.6,12.55
AHAU,96.49,6.74
UGGE,163.6,1.58
WEKI,80.61,6.67
FYPU,165.9,9.91
KADX,184.57,5.14
PJYE,91.29,9.45
NGZL,101.26,19.83
DOJF,176.74,17.39
DEXT,86.16,2.29
HETH,15.97,3.28
NVSR,26.03,18.54
BHDK,131.27,6.39
CMVH,74.65,6.81
CCJC,8.97,7.59
NMZB,116.69,5.17
VKBD,134.73,11.1
JPUB,160.02,18.83
QTVU,54.82,19.48
BNMX,130.13,10.96
KZXV,153.98,8.06
TODM,165.06,13.06
JTYT,58.62,9.43
TDPC,23.2,19.57
CAGR,127.82,17.14
XSWP,172.03,5.72
GNUY,143.99,11.71
BHHT,9.86,9.87
FNUI,19.55,14.93
PNGL,110.36,10.03
QTTO,113.38,6.97
GGER,99.32,18.41
TOXQ,141.21,4.35
BIZH,110.48,14.46
BVZX,146.1,14.27
VDVL,190.5,6.62
QHGO,56.56,18.38
ODQE,42.54,5.51
YVKL,128.61,11.53
ERTR,170.13,4.02
STBN,9.29,7.79
TTLP,30.63,12.33
SLSA,116.57,11.23
ZSXF,8.84,14.59
VUVA,42.57,2.4
LXHA,197.53,13.5
NMSD,143.08,12.41
LMGN,161.21,18.24
GRRH,50.33,9.62
TUKX,193.62,10.93
YQYH,65.6,12.51
RHWE,81.96,3.9
AHFJ,21.81,18.3
SWGU,169.56,14.87
QMJB,145.76,5.5
OIWF,112.41,5.46
BISU,33.74,8.66
DAGW,49.36,17.32
LRCJ,75.14,12.88
PRES,137.62,18.31
NPPB,12.63,17.45
GIKR,145.25,15.83
MBCS,36.14,4.54
TYFE,110.95,11.48
ITFF,71.01,15.06
DQJP,62.62,12.24
DHLM,39.31,7.24
ILMP,182.49,14.58
KDAD,103.49,13.08
CTBM,27.4,2.79
GDLY,15.55,16.1
CAPB,73.25,2.51
UNJB,109.21,1.18
HEKI,168.4,18.56
CKBF,22.74,2.06
GWBR,142.82,18.68
PJZU,66.16,2.39
SORP,91.74,15.52
DUXD,32.41,6.67
DAZR,156.46,3.31
TYUP,85.96,2.35
PPET,15.4,18.93
MKEM,25.4,12.38
UOSY,183.97,6.25
AOEN,173.2,6.8
SHUK,67.28,14.37
WOON,57.91,3.49
LRTE,70.71,2.98
UXKG,127,17.72
MIND,96.43,14.84
SKFP,159.01,20
JAKI,145.14,15.44
UQII,34.02,14.64
VYXJ,154.07,6.53
KBVG,164.65,13.28
EUIG,47.77,13.04
UICI,129.54,9.39
EAUD,108.2,11.73
NMLS,36.48,10.22
JEFU,46.13,16.9
NBUV,114.64,2.46
QYDR,115.18,16.2
UKKU,124.14,10.73
KENJ,56.28,17.05
ZXVT,162.67,12.71
TIVY,36.75,7.41
CMNK,63.58,1.66
WKLO,133.23,17.9
MSXU,177.44,5.6
XRAQ,182.86,4.49
BTPJ,168.77,16.73
HBBH,63.14,2.13
OZST,136.95,1.82
JUMS,185.25,10.55
ZMYB,126.54,6.54
TNRM,128.05,2.35
RYCT,143.06,18.55
MDAD,179.16,2.94
ENZR,143.48,10.83
XVWX,165.39,1.37
UIXS,113.61,12.68
QWWN,139.81,6.57
TQKV,172.65,6.44
JRMA,111.07,5.25
EVBF,19.46,18.33
BMKG,57.29,6.8
LZTE,64.96,17.39
XRHP,71.22,7.63
DVXQ,61.26,16.93
UBAI,68.06,18.22
NUOS,28.55,4.33
OYRX,163.17,10.68
ZYJS,133.04,7.33
SAXT,177.86,16.59
JCJY,138.98,11.45
NBNE,46.27,16.64
BQDX,88,18.46
FNGF,45.99,14.75
TRID,191.36,5.39
HPTT,189.45,16.31
KADA,109.08,19.5
UZFX,67.18,17.94
DAOU,107.43,15.65
EJCT,160.82,2.95
RTTY,124.75,4.57
NZGP,176.61,13.86
YKBH,169.51,18.41
EOVL,60.06,19.13
FDNA,18.3,8.65
GMSJ,113.22,11.62
ZUMV,192.43,3.92
WUOM,46.06,13.1
KCUZ,20.31,6.11
FEKN,26.4,15.38
IIEB,191,8.5
QDZL,135.48,7.23
ERVE,194.32,15.82
DJOL,136.11,7.4
EYLC,151.29,5.87
KSVB,15.46,16.1
REVT,163.79,15.64
LPZP,85.22,3.97
BKEM,115.74,9.09
DEAH,147.2,8.11
VZXU,29.1,10.71
SQPH,138.88,8.66
EWZN,51.9,19.78
FSDE,139.86,2.86
ZMRZ,114.08,8.32
JQUL,59.75,2.66
QURX,61.88,16.38
QQGZ,115.34,15.07
ENIS,81.06,13.41
MKIP,70.14,6.2
EYUR,8.67,13.16
EZAK,111.98,17.56
HSSZ,1.51,2.91
FSYJ,34.64,18.94
USKC,96.3,2.42
QHGQ,134.13,9.95
WTSR,189.63,14.67
KTUT,30.63,12.77
IGCU,141.06,6.04
FXBF,76.76,11.54
DXFZ,4.05,9.69
QWXV,127.62,10.59
GANC,15.89,7.69
NOJK,174.27,7.65
NBCL,82.25,19.19
BPLT,113.35,11.09
WIGB,30.85,7.55
LQRB,89.84,5.75
QOUE,59.38,15.18
FPVW,188.87,11.06
HRIM,90.24,5.25
AWVQ,96.81,7.57
WLKM,86.5,5.33
APPL,12.56,5.32
FVTU,127.98,18.93
AFZF,58.06,16.47
QWEJ,94.41,7.71
PUNK,149.18,13.09
NGIW,168.62,6.26
JCDU,117.83,16.4
NYZG,33.66,6.3
OPBF,42.94,5.84
TVGR,10,16.67
XLMA,196.24,2.89
ZRMW,188.6,1.32
EHUI,83.93,6.02
QAPC,109.33,6.18
KQIY,59.59,13.99
NBPG,27.49,10.74
GBIV,172.39,17.22
UMWC,161.27,15.18
SSLK,143.62,5.53
UYOL,63.82,7.99
RDXH,83.09,9.01
YDYF,161.93,3.65
RJSP,27.12,4.47
ZLOK,51.41,10.02
AUUF,163.46,2.61
IEZF,84.4,5.01
HHNK,8.84,13.42
IPLV,128.53,5.82
KGRC,78.41,8.41
GSQG,194.38,18.71
DPPV,193.96,19.9
JFKY,62.03,10.74
CJKR,67.41,13.32
NNYU,109.06,18.24
GAWW,12.8,7.96
KXPA,103.18,8.46
JWOE,74.1,16.71
LJIR,6.62,2.73
UQIN,32.44,19.82
UBWL,41.53,5.02
TFQM,80.87,16.21
YNNS,36.46,5.5
OZYB,133.88,14.39
MXLZ,2.9,14.15
OHJF,148.5,9.18
GZAH,140.73,13.22
HGHM,65.34,6.36
UMWA,181.41,9.3
UTWF,46.79,1.56
NEQY,182.43,16.02
ZCWY,148.85,6.94
BJUM,189.61,5.26
BJIP,10.59,7.02
KUCX,121.45,17.4
RKHS,88.89,13.2
MAOI,48.61,1.33
WWMV,173.53,4.39
NZFL,77.75,12.24
MTMR,74.6,14.62
BSDY,24.19,9.53
EBEW,128.57,8.61
LBOI,22.37,4.09
ZNBT,125.82,5.58
UPPD,1.72,19.7
UREJ,33.6,13.6
IALS,87.78,18.83
JPFV,141.19,9.22
PKLQ,153.84,15.61
LIDH,135.04,16.88
BTFC,109.54,6.38
PLJB,14.37,9.12
VUKT,95.68,16.75
ZETV,1.37,15.96
IQMS,191.34,13.32
VVIR,27.47,11.56
WSAW,86.84,15.06
KAZH,79.94,12.02
UQPM,156.72,1.05
GYUD,54.42,8.61
IOMH,158.63,10
MKEH,190.37,15.75
GVFS,103.32,1.65
RFJK,83.25,14.31
BOPV,156.89,18.64
AUAY,40.89,17.25
EZYO,168.3,16.08
QHJZ,102.86,2.23
RNKO,2.28,17.09
YASW,124.39,15.14
ENLK,177.23,1.63
WTFN,159.26,15.84
HERJ,53.27,6.1
XFZZ,4.25,4.8
UQGW,94.46,8.45
YEJS,63.83,12.91
CYZB,114.09,10.3
AVAY,69.75,1.51
NCHM,139.94,17.66
ZJRH,116.69,15.27
JLCR,70.13,2.74
BSEY,104.84,11.16
MCWW,127.83,8.6
KZFG,173.3,13.24
UCCA,124.87,13.17
WOPL,142.81,11.86
QKYM,49.29,10.21
LYRU,20.18,5.79
KHVW,31.06,15.42
QMKB,14.87,14.18
TGUX,155.13,5.43
PPBJ,41.03,19.71
RAPC,158.88,11.48
OEWU,156.2,7.17
WXCQ,147.16,16.12
XTAE,97.75,14.55
RFYA,155.53,4.9
NRND,157.85,18.66
WNZZ,146.89,6.82
WTCZ,117.09,13.1
ACUO,199.07,16.39
PQWJ,160.54,3.26
DZPL,136.15,7.11
LBIK,87.01,15.62
SBIJ,159.21,17.61
XGUB,155.01,6.09
GPZS,107.65,19.76
NVGU,32.45,9.37
WJRR,129.94,12.86
FQSF,134.39,13.42
RQZG,71.78,2.41
CLIU,26.63,18.81
ZYGA,27.52,17.26
XHJI,117.98,19.56
WSCZ,47.15,9.89
GRXZ,4.27,10.93
ZZTK,157.12,6.59
CMWF,33.3,10.53
DJZM,180.21,10.49
EKDL,125.72,18.1
BITT,41.01,19.43
ZAIG,138.7,13.21
BEHO,114.58,3.55
HAYY,1.31,1.37
OJIZ,66.17,18.67
ASDR,103.15,18.06
LKRV,101.45,16.93
LQRN,1.77,12.73
EHHU,143.75,11.64
COGM,17.5,12.77
BPLU,50,12.54
XUVF,114.16,4.7
GJVW,85.44,19.92
RSIQ,20.07,16.23
JEPH,173.67,16.75
EWUK,57.45,10.3
JXSJ,136.49,10.57
IABZ,140.77,9.66
WMQJ,66.8,2.84
JECJ,49.13,17.59
GEKA,105.84,15.68
FTMU,104.19,7.83
PCIM,79.29,17.31
VOUP,163.29,6.64
CFSP,161.82,1.16
TMLW,197.32,10.4
JDSJ,190.95,8.12
YFII,166.88,2.01
SXQR,8.96,19.25
KQWL,117.53,11.71
TRXT,113.98,1.72
GHER,131.31,12.43
OCWV,47.83,5.22
CKSE,43.31,10.51
WEPU,40.87,7.27
ZEHH,132.4,11.97
SKQN,4.27,4.27
XTYM,1.23,15.17
BSVC,141.84,16.94
ULOP,74.06,10.06
ZBXW,38.86,12.68
QRHL,170.56,17.49
UFZQ,28.59,8.36
XPVF,90.85,7.28
APSN,1.9,13.05
ZZDH,55.67,1.68
CNNZ,25.22,6.35
UNRG,56.45,14.72
CSQY,21.92,15.37
GYVP,114.92,14.89
HDJM,46.54,10.56
CZJF,27.55,18.84
IBFU,95.71,2.76
EAQG,105.54,18.06
NEFW,129.97,17.74
ENFZ,31.11,8.29
BCOR,175.96,4.07
VHTX,81.2,17.69
QBNB,79.87,3.8
HGPC,54.64,16.81
PWWK,128.12,13.42
SPZV,163.1,10.79
YTCD,56.22,8.19
DCBE,116.29,17.32
QQUP,140.48,15.47
ZQLZ,171.67,5.8
EUXX,174.5,12.52
AHMF,6.45,6.63
FPDC,80.01,9.2
FINT,105.46,1.07
EZNB,67.68,6.1
AVFR,62.23,2.52
LKIB,41.98,17.99
CMPS,60.34,16.27
TJAV,166.67,19.95
VCCW,192.25,18.33
BLFX,38.48,3.01
WEXP,25.74,4.58
YEGF,157.99,13.76
OZFZ,192.46,8.46
ANQA,39.91,15.65
FEEH,42.45,7.83
APOQ,199.91,13.68
NUEZ,21.57,13.25
AICY,179.75,4.01
YSYN,70.3,19.06
CRIO,3.38,19.25
UHNO,195.59,2.57
QETN,7.35,4.74
LTWS,36.08,5.7
TQYR,11.98,4.4
AXDZ,104.26,17.97
OKSL,31.95,12.26
YMUO,6.29,8.75
QIUW,114.22,11.34
UTQA,34.72,16.37
ZHZI,5.02,17.79
SSAZ,189.92,9.52
YREM,36.16,4.42
PTFE,5.76,13.45
NKTD,128.99,19.95
NMRW,101.61,18.24
BHHG,55.56,6.63
NJEQ,176.68,5.12
TQBJ,143.58,13.51
QNPU,4.38,12.15
JBSB,142.36,6.02
UHNF,123.02,17.09
KNTY,141.18,9.34
LDVG,191.83,3.61
CTZY,198.98,19.28
KVGW,52.08,15.63
RKPO,83.52,19.81
CWWM,84.19,3.32
JTVX,182.3,5.23
PWED,110.76,5.98
